hTeam,vteam,hScore,vScore
Boston Bruins,Toronto Maple Leafs,1,1
St Louis Blues,Ottawa Senators,2,2
Los Angeles Kings,San Diego Sockers,3,2
New Jersey Devils,Montreal Canadiens,2,2
Colorado Avalanche,Minnesota Wild,0,3
New Jersey Devils,NY Islanders Islanders,0,3
NY Rangers Rangers,Nashville Predators,4,1
Chicago Blackhawks,Toronto Maple Leafs,4,0
Ottawa Senators,Dallas Stars,3,6
Nashville Predators,Vancouver Canucks,5,1
Los Angeles Kings,Montreal Canadiens,3,3
New Jersey Devils,Buffalo Sabres,1,1
Tampa Bay Lightning,Calgary Flames,5,2
Boston Bruins,Tampa Bay Lightning,2,2
Chicago Blackhawks,Vancouver Canucks,3,1
Toronto Maple Leafs,Los Angeles Kings,3,3
Calgary Flames,Colorado Avalanche,3,2
Florida Panthers,Pittsburgh Penguins,3,3
Florida Panthers,Tampa Bay Lightning,0,4
Dallas Stars,Toronto Maple Leafs,0,4
Vancouver Canucks,Dallas Stars,3,4
Columbus Blue Jackets,Toronto Maple Leafs,1,4
Buffalo Sabres,San Jose Sharks,4,1
Columbus Blue Jackets,Chicago Blackhawks,2,2
Toronto Maple Leafs,Philadelphia Flyers,4,7
Edmonton Oilers,Dallas Stars,5,5
Boston Bruins,Arizona Coyotes,4,1
Toronto Maple Leafs,Minnesota Wild,1,2
Detroit Red Wings,New Jersey Devils,3,1
Chicago Blackhawks,NY Rangers Rangers,0,1
NY Rangers Rangers,Ottawa Senators,3,2
Chicago Blackhawks,Philadelphia Flyers,7,4
Buffalo Sabres,San Diego Sockers,3,4
Winnipeg Jets,Colorado Avalanche,1,4
Carolina Hurricanes,Winnipeg Jets,2,1
San Diego Sockers,Calgary Flames,2,1
Montreal Canadiens,Washington Capitals,1,4
Los Angeles Kings,Toronto Maple Leafs,2,1
San Diego Sockers,Vancouver Canucks,4,1
Colorado Avalanche,Columbus Blue Jackets,2,0
Pittsburgh Penguins,Edmonton Oilers,2,2
Dallas Stars,Winnipeg Jets,1,4
Los Angeles Kings,NY Islanders Islanders,4,2
Arizona Coyotes,NY Islanders Islanders,3,2
Arizona Coyotes,Winnipeg Jets,2,3
Philadelphia Flyers,Winnipeg Jets,5,2
New Jersey Devils,Chicago Blackhawks,2,3
Calgary Flames,Pittsburgh Penguins,3,3
Dallas Stars,Tampa Bay Lightning,4,5
Carolina Hurricanes,Edmonton Oilers,3,7
New Jersey Devils,Pittsburgh Penguins,1,6
Minnesota Wild,NY Islanders Islanders,6,4
NY Islanders Islanders,Columbus Blue Jackets,4,2
Winnipeg Jets,Toronto Maple Leafs,2,7
San Jose Sharks,Toronto Maple Leafs,3,1
San Diego Sockers,Boston Bruins,4,0
Nashville Predators,Tampa Bay Lightning,4,4
Montreal Canadiens,New Jersey Devils,2,1
Winnipeg Jets,Ottawa Senators,4,2
Tampa Bay Lightning,Edmonton Oilers,6,4
Washington Capitals,Montreal Canadiens,2,3
San Jose Sharks,Toronto Maple Leafs,7,0
Calgary Flames,Edmonton Oilers,1,0
Calgary Flames,Los Angeles Kings,1,4
Montreal Canadiens,Toronto Maple Leafs,2,1
Dallas Stars,San Diego Sockers,2,1
Los Angeles Kings,Florida Panthers,4,1
Los Angeles Kings,Colorado Avalanche,2,1
NY Islanders Islanders,Colorado Avalanche,6,4
San Diego Sockers,Colorado Avalanche,2,1
Colorado Avalanche,Washington Capitals,6,2
Vancouver Canucks,Carolina Hurricanes,3,0
Los Angeles Kings,San Jose Sharks,3,5
Toronto Maple Leafs,NY Islanders Islanders,3,3
Washington Capitals,Minnesota Wild,3,1
San Jose Sharks,Washington Capitals,5,2
Carolina Hurricanes,Pittsburgh Penguins,1,3
Columbus Blue Jackets,Montreal Canadiens,5,2
Nashville Predators,Washington Capitals,5,2
Florida Panthers,Boston Bruins,3,0
Toronto Maple Leafs,Winnipeg Jets,5,4
Washington Capitals,Ottawa Senators,2,1
Toronto Maple Leafs,Philadelphia Flyers,4,2
Philadelphia Flyers,Minnesota Wild,3,2
Calgary Flames,Los Angeles Kings,4,3
NY Islanders Islanders,NY Rangers Rangers,3,1
Minnesota Wild,Dallas Stars,4,0
Philadelphia Flyers,Carolina Hurricanes,6,3
Washington Capitals,NY Islanders Islanders,0,3
Carolina Hurricanes,Toronto Maple Leafs,2,3
San Jose Sharks,Colorado Avalanche,3,6
Detroit Red Wings,Boston Bruins,5,5
Boston Bruins,San Jose Sharks,2,1
San Jose Sharks,Detroit Red Wings,6,3
NY Islanders Islanders,Buffalo Sabres,6,3
San Jose Sharks,NY Islanders Islanders,2,4
Buffalo Sabres,New Jersey Devils,0,2
NY Rangers Rangers,Washington Capitals,2,4
Nashville Predators,Dallas Stars,2,0
Vancouver Canucks,Los Angeles Kings,2,1
Florida Panthers,Minnesota Wild,4,2
Minnesota Wild,Florida Panthers,5,1
Toronto Maple Leafs,San Jose Sharks,2,2
San Jose Sharks,Edmonton Oilers,3,6
Philadelphia Flyers,Arizona Coyotes,4,5
Boston Bruins,St Louis Blues,2,4
Columbus Blue Jackets,Dallas Stars,1,1
Dallas Stars,Winnipeg Jets,6,3
Calgary Flames,Nashville Predators,0,2
Nashville Predators,San Jose Sharks,5,3
Columbus Blue Jackets,Ottawa Senators,5,2
Philadelphia Flyers,NY Rangers Rangers,5,0
Tampa Bay Lightning,Philadelphia Flyers,3,2
Boston Bruins,Vancouver Canucks,2,4
Arizona Coyotes,Columbus Blue Jackets,2,2
Chicago Blackhawks,St Louis Blues,1,4
Winnipeg Jets,Calgary Flames,3,1
Columbus Blue Jackets,Buffalo Sabres,0,4
NY Islanders Islanders,Ottawa Senators,3,1
Colorado Avalanche,Nashville Predators,2,5
San Diego Sockers,Chicago Blackhawks,6,3
St Louis Blues,Pittsburgh Penguins,1,4
Tampa Bay Lightning,Edmonton Oilers,4,1
Carolina Hurricanes,Tampa Bay Lightning,3,4
NY Islanders Islanders,Boston Bruins,2,5
Philadelphia Flyers,Montreal Canadiens,3,1
Minnesota Wild,Pittsburgh Penguins,2,1
Minnesota Wild,Chicago Blackhawks,3,5
Columbus Blue Jackets,NY Rangers Rangers,3,1
NY Islanders Islanders,Toronto Maple Leafs,1,3
Washington Capitals,Buffalo Sabres,5,1
New Jersey Devils,NY Islanders Islanders,2,1
Pittsburgh Penguins,Columbus Blue Jackets,4,4
Vegas Golden Knights,New Jersey Devils,3,8
Dallas Stars,Winnipeg Jets,3,5
San Jose Sharks,NY Islanders Islanders,3,2
Philadelphia Flyers,Boston Bruins,4,3
Toronto Maple Leafs,Colorado Avalanche,1,3
New Jersey Devils,Washington Capitals,2,5
Los Angeles Kings,Winnipeg Jets,3,2
Detroit Red Wings,Ottawa Senators,2,1
Florida Panthers,Boston Bruins,4,5
Tampa Bay Lightning,Carolina Hurricanes,4,3
Edmonton Oilers,Florida Panthers,1,2
Minnesota Wild,Ottawa Senators,3,1
Columbus Blue Jackets,Ottawa Senators,0,2
Philadelphia Flyers,San Diego Sockers,1,4
Florida Panthers,Arizona Coyotes,3,2
San Jose Sharks,NY Rangers Rangers,4,1
Pittsburgh Penguins,Vegas Golden Knights,5,4
Edmonton Oilers,Nashville Predators,2,4
Calgary Flames,Dallas Stars,1,2
Tampa Bay Lightning,New Jersey Devils,3,1
Colorado Avalanche,St Louis Blues,0,3
Dallas Stars,Colorado Avalanche,3,3
Colorado Avalanche,Edmonton Oilers,3,6
San Jose Sharks,Dallas Stars,5,2
Philadelphia Flyers,NY Rangers Rangers,2,5
Calgary Flames,Winnipeg Jets,4,1
Arizona Coyotes,Calgary Flames,2,1
NY Rangers Rangers,NY Islanders Islanders,1,4
Pittsburgh Penguins,Ottawa Senators,4,1
Pittsburgh Penguins,Ottawa Senators,4,3
Ottawa Senators,Pittsburgh Penguins,2,1
Ottawa Senators,Pittsburgh Penguins,3,7
Pittsburgh Penguins,Ottawa Senators,6,2
Boston Bruins,Toronto Maple Leafs,4,1
Boston Bruins,Toronto Maple Leafs,2,4
Toronto Maple Leafs,Boston Bruins,2,5
Toronto Maple Leafs,Boston Bruins,3,4
Boston Bruins,Toronto Maple Leafs,1,2
Toronto Maple Leafs,Boston Bruins,2,1
Boston Bruins,Toronto Maple Leafs,5,4
Los Angeles Kings,San Jose Sharks,2,0
Los Angeles Kings,San Jose Sharks,4,3
San Jose Sharks,Los Angeles Kings,2,1
San Jose Sharks,Los Angeles Kings,2,1
Los Angeles Kings,San Jose Sharks,3,0
San Jose Sharks,Los Angeles Kings,2,1
Los Angeles Kings,San Jose Sharks,2,1
Chicago Blackhawks,Boston Bruins,4,3
Chicago Blackhawks,Boston Bruins,1,2
Boston Bruins,Chicago Blackhawks,2,0
Boston Bruins,Chicago Blackhawks,5,6
Chicago Blackhawks,Boston Bruins,3,1
Boston Bruins,Chicago Blackhawks,2,3
Vancouver Canucks,San Jose Sharks,1,3
Vancouver Canucks,San Jose Sharks,2,3
San Jose Sharks,Vancouver Canucks,5,2
San Jose Sharks,Vancouver Canucks,4,3
Montreal Canadiens,NY Rangers Rangers,2,7
Montreal Canadiens,NY Rangers Rangers,1,3
NY Rangers Rangers,Montreal Canadiens,2,3
NY Rangers Rangers,Montreal Canadiens,3,2
Montreal Canadiens,NY Rangers Rangers,7,4
NY Rangers Rangers,Montreal Canadiens,1,0
San Jose Sharks,Nashville Predators,5,2
San Jose Sharks,Nashville Predators,3,2
Nashville Predators,San Jose Sharks,4,1
Nashville Predators,San Jose Sharks,4,3
San Jose Sharks,Nashville Predators,5,1
Nashville Predators,San Jose Sharks,4,3
San Jose Sharks,Nashville Predators,5,0
Tampa Bay Lightning,NY Islanders Islanders,3,5
Tampa Bay Lightning,NY Islanders Islanders,4,1
NY Islanders Islanders,Tampa Bay Lightning,4,5
NY Islanders Islanders,Tampa Bay Lightning,1,2
Tampa Bay Lightning,NY Islanders Islanders,4,0
Chicago Blackhawks,Minnesota Wild,5,2
Chicago Blackhawks,Minnesota Wild,4,1
Minnesota Wild,Chicago Blackhawks,4,0
Minnesota Wild,Chicago Blackhawks,4,2
Chicago Blackhawks,Minnesota Wild,2,1
Minnesota Wild,Chicago Blackhawks,1,2
Pittsburgh Penguins,NY Rangers Rangers,2,3
Pittsburgh Penguins,NY Rangers Rangers,3,0
NY Rangers Rangers,Pittsburgh Penguins,0,2
NY Rangers Rangers,Pittsburgh Penguins,2,4
Pittsburgh Penguins,NY Rangers Rangers,1,5
NY Rangers Rangers,Pittsburgh Penguins,3,1
Pittsburgh Penguins,NY Rangers Rangers,1,2
Edmonton Oilers,San Jose Sharks,2,3
Edmonton Oilers,San Jose Sharks,2,0
San Jose Sharks,Edmonton Oilers,0,1
San Jose Sharks,Edmonton Oilers,7,0
Edmonton Oilers,San Jose Sharks,4,3
San Jose Sharks,Edmonton Oilers,1,3
San Diego Sockers,Nashville Predators,2,3
San Diego Sockers,Nashville Predators,5,3
Nashville Predators,San Diego Sockers,2,1
Nashville Predators,San Diego Sockers,2,3
San Diego Sockers,Nashville Predators,1,3
Nashville Predators,San Diego Sockers,6,3
Tampa Bay Lightning,Detroit Red Wings,3,2
Tampa Bay Lightning,Detroit Red Wings,5,2
Detroit Red Wings,Tampa Bay Lightning,2,0
Detroit Red Wings,Tampa Bay Lightning,2,3
Tampa Bay Lightning,Detroit Red Wings,1,0
Vancouver Canucks,Calgary Flames,1,2
Vancouver Canucks,Calgary Flames,4,1
Calgary Flames,Vancouver Canucks,4,2
Calgary Flames,Vancouver Canucks,3,1
Vancouver Canucks,Calgary Flames,2,1
Calgary Flames,Vancouver Canucks,7,4
Pittsburgh Penguins,Nashville Predators,5,3
Pittsburgh Penguins,Nashville Predators,4,1
Nashville Predators,Pittsburgh Penguins,5,1
Nashville Predators,Pittsburgh Penguins,4,1
Pittsburgh Penguins,Nashville Predators,6,0
Nashville Predators,Pittsburgh Penguins,0,2
Los Angeles Kings,NY Rangers Rangers,3,2
Los Angeles Kings,NY Rangers Rangers,5,4
NY Rangers Rangers,Los Angeles Kings,0,3
NY Rangers Rangers,Los Angeles Kings,2,1
Los Angeles Kings,NY Rangers Rangers,3,2
San Diego Sockers,Calgary Flames,6,1
San Diego Sockers,Calgary Flames,3,0
Calgary Flames,San Diego Sockers,4,3
Calgary Flames,San Diego Sockers,2,4
San Diego Sockers,Calgary Flames,3,2
San Diego Sockers,Nashville Predators,2,3
San Diego Sockers,Nashville Predators,2,3
Nashville Predators,San Diego Sockers,0,3
Nashville Predators,San Diego Sockers,1,4
San Diego Sockers,Nashville Predators,5,2
Nashville Predators,San Diego Sockers,3,1
San Diego Sockers,Nashville Predators,1,2
Tampa Bay Lightning,Detroit Red Wings,2,3
Tampa Bay Lightning,Detroit Red Wings,5,1
Detroit Red Wings,Tampa Bay Lightning,3,0
Detroit Red Wings,Tampa Bay Lightning,2,3
Tampa Bay Lightning,Detroit Red Wings,0,4
Detroit Red Wings,Tampa Bay Lightning,2,5
Tampa Bay Lightning,Detroit Red Wings,2,0
Ottawa Senators,Boston Bruins,1,2
Ottawa Senators,Boston Bruins,4,3
Boston Bruins,Ottawa Senators,3,4
Boston Bruins,Ottawa Senators,0,1
Ottawa Senators,Boston Bruins,2,3
Boston Bruins,Ottawa Senators,2,3
Pittsburgh Penguins,Ottawa Senators,1,2
Pittsburgh Penguins,Ottawa Senators,1,0
Ottawa Senators,Pittsburgh Penguins,5,1
Ottawa Senators,Pittsburgh Penguins,2,3
Pittsburgh Penguins,Ottawa Senators,7,0
Ottawa Senators,Pittsburgh Penguins,2,1
Pittsburgh Penguins,Ottawa Senators,3,2
San Diego Sockers,Edmonton Oilers,3,5
San Diego Sockers,Edmonton Oilers,1,2
Edmonton Oilers,San Diego Sockers,3,6
Edmonton Oilers,San Diego Sockers,3,4
San Diego Sockers,Edmonton Oilers,4,3
Edmonton Oilers,San Diego Sockers,7,1
San Diego Sockers,Edmonton Oilers,2,1
Nashville Predators,Chicago Blackhawks,3,4
Nashville Predators,Chicago Blackhawks,6,2
Chicago Blackhawks,Nashville Predators,4,2
Chicago Blackhawks,Nashville Predators,3,2
Nashville Predators,Chicago Blackhawks,5,2
Chicago Blackhawks,Nashville Predators,4,3
NY Rangers Rangers,Philadelphia Flyers,4,1
NY Rangers Rangers,Philadelphia Flyers,2,4
Philadelphia Flyers,NY Rangers Rangers,1,4
Philadelphia Flyers,NY Rangers Rangers,2,1
NY Rangers Rangers,Philadelphia Flyers,4,2
Philadelphia Flyers,NY Rangers Rangers,5,2
NY Rangers Rangers,Philadelphia Flyers,2,1
Chicago Blackhawks,Nashville Predators,0,1
Chicago Blackhawks,Nashville Predators,0,5
Nashville Predators,Chicago Blackhawks,3,2
Nashville Predators,Chicago Blackhawks,4,1
Montreal Canadiens,NY Rangers Rangers,0,2
Montreal Canadiens,NY Rangers Rangers,4,3
NY Rangers Rangers,Montreal Canadiens,1,3
NY Rangers Rangers,Montreal Canadiens,2,1
Montreal Canadiens,NY Rangers Rangers,2,3
NY Rangers Rangers,Montreal Canadiens,3,1
San Diego Sockers,Chicago Blackhawks,4,1
San Diego Sockers,Chicago Blackhawks,2,3
Chicago Blackhawks,San Diego Sockers,1,2
Chicago Blackhawks,San Diego Sockers,5,4
San Diego Sockers,Chicago Blackhawks,5,4
Chicago Blackhawks,San Diego Sockers,5,2
San Diego Sockers,Chicago Blackhawks,3,5
Pittsburgh Penguins,Columbus Blue Jackets,4,3
Pittsburgh Penguins,Columbus Blue Jackets,3,4
Columbus Blue Jackets,Pittsburgh Penguins,3,4
Columbus Blue Jackets,Pittsburgh Penguins,4,3
Pittsburgh Penguins,Columbus Blue Jackets,3,1
Columbus Blue Jackets,Pittsburgh Penguins,3,4
San Jose Sharks,Los Angeles Kings,6,3
San Jose Sharks,Los Angeles Kings,7,2
Los Angeles Kings,San Jose Sharks,3,4
Los Angeles Kings,San Jose Sharks,6,3
San Jose Sharks,Los Angeles Kings,0,3
Los Angeles Kings,San Jose Sharks,4,1
San Jose Sharks,Los Angeles Kings,1,5
Boston Bruins,Detroit Red Wings,0,1
Boston Bruins,Detroit Red Wings,4,1
Detroit Red Wings,Boston Bruins,0,3
Detroit Red Wings,Boston Bruins,2,3
Boston Bruins,Detroit Red Wings,4,2
Tampa Bay Lightning,Montreal Canadiens,4,5
Tampa Bay Lightning,Montreal Canadiens,1,4
Montreal Canadiens,Tampa Bay Lightning,3,2
Montreal Canadiens,Tampa Bay Lightning,4,3
St Louis Blues,San Jose Sharks,2,1
St Louis Blues,San Jose Sharks,0,4
San Jose Sharks,St Louis Blues,3,0
San Jose Sharks,St Louis Blues,3,6
St Louis Blues,San Jose Sharks,3,6
San Jose Sharks,St Louis Blues,5,2
Boston Bruins,Montreal Canadiens,3,4
Boston Bruins,Montreal Canadiens,5,3
Montreal Canadiens,Boston Bruins,4,2
Montreal Canadiens,Boston Bruins,0,1
Boston Bruins,Montreal Canadiens,4,2
Montreal Canadiens,Boston Bruins,4,0
Boston Bruins,Montreal Canadiens,1,3
Ottawa Senators,NY Rangers Rangers,2,1
Ottawa Senators,NY Rangers Rangers,6,5
NY Rangers Rangers,Ottawa Senators,4,1
NY Rangers Rangers,Ottawa Senators,4,1
Ottawa Senators,NY Rangers Rangers,5,4
NY Rangers Rangers,Ottawa Senators,2,4
Dallas Stars,St Louis Blues,2,1
Dallas Stars,St Louis Blues,3,4
St Louis Blues,Dallas Stars,6,1
St Louis Blues,Dallas Stars,2,3
Dallas Stars,St Louis Blues,1,4
St Louis Blues,Dallas Stars,2,3
Dallas Stars,St Louis Blues,1,6
Pittsburgh Penguins,San Jose Sharks,3,2
Pittsburgh Penguins,San Jose Sharks,2,1
San Jose Sharks,Pittsburgh Penguins,3,2
San Jose Sharks,Pittsburgh Penguins,1,3
Pittsburgh Penguins,San Jose Sharks,2,4
San Jose Sharks,Pittsburgh Penguins,1,3
Carolina Hurricanes,Toronto Maple Leafs,6,1
Colorado Avalanche,Minnesota Wild,1,3
NY Islanders Islanders,Washington Capitals,3,3
New Jersey Devils,Tampa Bay Lightning,4,2
Florida Panthers,Pittsburgh Penguins,6,4
Columbus Blue Jackets,San Jose Sharks,4,0
New Jersey Devils,NY Rangers Rangers,0,2
New Jersey Devils,Minnesota Wild,4,3
Chicago Blackhawks,St Louis Blues,2,2
Phoenix Coyotes,Dallas Stars,2,1
Montreal Canadiens,Buffalo Sabres,2,0
St Louis Blues,San Jose Sharks,1,2
Edmonton Oilers,Colorado Avalanche,6,4
St Louis Blues,Chicago Blackhawks,3,2
Ottawa Senators,Winnipeg Jets,0,1
Chicago Blackhawks,St Louis Blues,3,2
Pittsburgh Penguins,NY Islanders Islanders,4,3
Vancouver Canucks,NY Rangers Rangers,1,3
NY Rangers Rangers,Buffalo Sabres,2,1
New Jersey Devils,Tampa Bay Lightning,2,1
Dallas Stars,Pittsburgh Penguins,3,0
New Jersey Devils,Carolina Hurricanes,2,4
San Jose Sharks,Vancouver Canucks,4,1
Phoenix Coyotes,Dallas Stars,2,1
Calgary Flames,Dallas Stars,3,7
Florida Panthers,Buffalo Sabres,4,4
Edmonton Oilers,Chicago Blackhawks,1,5
Montreal Canadiens,Nashville Predators,1,2
San Diego Sockers,Buffalo Sabres,6,2
Colorado Avalanche,St Louis Blues,1,2
NY Rangers Rangers,New Jersey Devils,4,0
Ottawa Senators,Carolina Hurricanes,1,1
Detroit Red Wings,Dallas Stars,3,4
New Jersey Devils,NY Rangers Rangers,3,1
San Diego Sockers,Nashville Predators,2,2
Carolina Hurricanes,Montreal Canadiens,1,4
New Jersey Devils,Pittsburgh Penguins,3,2
Los Angeles Kings,San Diego Sockers,0,3
NY Islanders Islanders,Philadelphia Flyers,2,5
NY Rangers Rangers,San Jose Sharks,0,1
NY Islanders Islanders,New Jersey Devils,1,1
Winnipeg Jets,Carolina Hurricanes,2,3
Columbus Blue Jackets,St Louis Blues,4,1
Colorado Avalanche,Minnesota Wild,2,2
Boston Bruins,Tampa Bay Lightning,2,0
Detroit Red Wings,Toronto Maple Leafs,3,2
Florida Panthers,Toronto Maple Leafs,4,1
Pittsburgh Penguins,Florida Panthers,3,1
Calgary Flames,New Jersey Devils,3,2
NY Rangers Rangers,Toronto Maple Leafs,2,2
Vancouver Canucks,Chicago Blackhawks,3,1
Phoenix Coyotes,Los Angeles Kings,3,1
Boston Bruins,Washington Capitals,2,4
San Diego Sockers,Dallas Stars,6,3
Phoenix Coyotes,Columbus Blue Jackets,5,3
Florida Panthers,Columbus Blue Jackets,2,3
Buffalo Sabres,Boston Bruins,2,5
Nashville Predators,Pittsburgh Penguins,1,3
Carolina Hurricanes,St Louis Blues,3,1
Los Angeles Kings,Phoenix Coyotes,4,0
NY Rangers Rangers,Vancouver Canucks,5,2
Phoenix Coyotes,Colorado Avalanche,4,4
Vancouver Canucks,Columbus Blue Jackets,6,2
Winnipeg Jets,New Jersey Devils,3,1
Nashville Predators,Columbus Blue Jackets,2,2
Vancouver Canucks,Washington Capitals,3,2
Buffalo Sabres,Pittsburgh Penguins,1,5
Nashville Predators,Chicago Blackhawks,7,5
Columbus Blue Jackets,Los Angeles Kings,2,4
Calgary Flames,Philadelphia Flyers,1,4
Philadelphia Flyers,Toronto Maple Leafs,1,3
Calgary Flames,San Jose Sharks,4,1
NY Islanders Islanders,Tampa Bay Lightning,2,2
Buffalo Sabres,NY Rangers Rangers,4,8
St Louis Blues,Phoenix Coyotes,2,1
Washington Capitals,Detroit Red Wings,6,5
San Jose Sharks,Nashville Predators,2,1
New Jersey Devils,NY Rangers Rangers,4,0
Colorado Avalanche,Winnipeg Jets,3,2
Carolina Hurricanes,Detroit Red Wings,2,3
Toronto Maple Leafs,Montreal Canadiens,5,1
San Jose Sharks,Pittsburgh Penguins,5,3
Nashville Predators,Chicago Blackhawks,0,1
Phoenix Coyotes,Philadelphia Flyers,3,5
Minnesota Wild,Winnipeg Jets,2,1
St Louis Blues,Winnipeg Jets,3,1
San Diego Sockers,Pittsburgh Penguins,2,2
Detroit Red Wings,Washington Capitals,3,3
Minnesota Wild,Phoenix Coyotes,1,3
Montreal Canadiens,NY Rangers Rangers,3,0
Nashville Predators,Colorado Avalanche,4,4
Philadelphia Flyers,Colorado Avalanche,3,1
St Louis Blues,San Jose Sharks,2,6
Buffalo Sabres,Carolina Hurricanes,1,3
Carolina Hurricanes,NY Rangers Rangers,3,1
Calgary Flames,Winnipeg Jets,3,5
Tampa Bay Lightning,Phoenix Coyotes,3,3
Los Angeles Kings,NY Rangers Rangers,1,3
Tampa Bay Lightning,Philadelphia Flyers,4,2
Montreal Canadiens,Carolina Hurricanes,4,1
San Jose Sharks,Los Angeles Kings,0,1
Columbus Blue Jackets,Nashville Predators,4,3
Pittsburgh Penguins,Philadelphia Flyers,3,4
Pittsburgh Penguins,Dallas Stars,5,1
Vancouver Canucks,Colorado Avalanche,4,1
Boston Bruins,Buffalo Sabres,2,2
Nashville Predators,Vancouver Canucks,1,3
Montreal Canadiens,Carolina Hurricanes,3,0
Colorado Avalanche,Detroit Red Wings,2,4
Phoenix Coyotes,San Jose Sharks,2,3
Buffalo Sabres,Columbus Blue Jackets,1,4
Pittsburgh Penguins,Chicago Blackhawks,4,1
Toronto Maple Leafs,Washington Capitals,1,1
St Louis Blues,Colorado Avalanche,7,3
Buffalo Sabres,St Louis Blues,1,4
New Jersey Devils,Los Angeles Kings,0,2
St Louis Blues,Detroit Red Wings,1,5
Colorado Avalanche,Tampa Bay Lightning,6,3
Philadelphia Flyers,Washington Capitals,4,1
Washington Capitals,Nashville Predators,5,2
New Jersey Devils,Montreal Canadiens,1,2
NY Rangers Rangers,Pittsburgh Penguins,6,1
New Jersey Devils,Tampa Bay Lightning,2,5
Philadelphia Flyers,Montreal Canadiens,5,3
Colorado Avalanche,Vancouver Canucks,4,3
Vancouver Canucks,Edmonton Oilers,2,4
Ottawa Senators,Florida Panthers,4,0
Minnesota Wild,Columbus Blue Jackets,3,2
Vancouver Canucks,Boston Bruins,6,2
Vancouver Canucks,Tampa Bay Lightning,2,4
Minnesota Wild,Edmonton Oilers,4,2
Carolina Hurricanes,Philadelphia Flyers,2,1
